0	In             	O               	[NA]                	[0]
14	followed       	B-MOTION        	[NA]                	[14]
15	the            	O               	[NA]                	[15]
16	sign           	B-SPATIAL_ENTITY	[NA]                	[16]
17	to             	B-MOTION_SIGNAL 	[NA]                	[17]
18	Paraul         	B-PLACE         	[NA]                	[18]
19	de             	I-PLACE         	[NA]                	[19]
20	Vale           	I-PLACE         	[NA]                	[20]
21	.              	O               	[NA]                	[21]


0	It             	O               	[NA]                	[0]
1	was            	O               	[NA]                	[1]
2	rather         	O               	[NA]                	[2]
3	hilly          	O               	[NA]                	[3]
4	,              	O               	[NA]                	[4]
5	nevertheless   	O               	[NA]                	[5]
6	we             	B-SPATIAL_ENTITY	[trajector, mover]  	[8, 23]
7	were           	O               	[NA]                	[7]
8	in             	B-SPATIAL_SIGNAL	[NA]                	[8]
9	the            	O               	[NA]                	[9]
10	forehilles     	B-PATH          	[landmark, trajector]	[8, 11]
11	of             	B-SPATIAL_SIGNAL	[NA]                	[11]
12	the            	O               	[NA]                	[12]
13	Southern       	B-PATH          	[landmark]          	[11]
14	Carpates       	I-PATH          	[NA]                	[14]
15	,              	O               	[NA]                	[15]
16	but            	O               	[NA]                	[16]
17	the            	O               	[NA]                	[17]
18	forest         	B-PLACE         	[NA]                	[18]
19	was            	O               	[NA]                	[19]
20	not            	O               	[NA]                	[20]
21	hard           	O               	[NA]                	[21]
22	to             	O               	[NA]                	[22]
23	cross          	B-MOTION        	[NA]                	[23]
24	and            	O               	[NA]                	[24]
25	its            	O               	[NA]                	[25]
26	shade          	O               	[NA]                	[26]
27	was            	O               	[NA]                	[27]
28	refreshing     	O               	[NA]                	[28]
29	.              	O               	[NA]                	[29]


0	15-Aug-2003    	O               	[NA]                	[0]
1	--             	O               	[NA]                	[1]
2	On             	O               	[NA]                	[2]
3	15-August-2003 	O               	[NA]                	[3]
4	our            	O               	[NA]                	[4]
5	journey        	B-MOTION        	[NA]                	[5]
6	to             	B-MOTION_SIGNAL 	[NA]                	[6]
7	three          	O               	[NA]                	[7]
8	confluence-points	B-PLACE         	[NA]                	[8]
9	led            	B-MOTION        	[NA]                	[9]
10	us             	B-SPATIAL_ENTITY	[mover, mover]      	[5, 9]
11	on             	B-MOTION_SIGNAL 	[NA]                	[11]
12	the            	O               	[NA]                	[12]
13	E              	B-PATH          	[NA]                	[13]
14	70             	I-PATH          	[NA]                	[14]
15	from           	B-MOTION_SIGNAL 	[NA]                	[15]
16	the            	O               	[NA]                	[16]
17	point          	B-PLACE         	[trajector]         	[18]
18	south          	B-SPATIAL_SIGNAL	[NA]                	[18]
19	of             	I-SPATIAL_SIGNAL	[NA]                	[19]
20	Craiova        	B-PLACE         	[landmark]          	[18]
21	to             	B-MOTION_SIGNAL 	[NA]                	[21]
22	Strehaia       	B-PLACE         	[landmark]          	[24]
23	,              	O               	[NA]                	[23]
24	where          	B-SPATIAL_SIGNAL	[NA]                	[24]
25	we             	B-SPATIAL_ENTITY	[mover]             	[26]
26	took           	B-MOTION        	[trajector]         	[24]
27	the            	O               	[NA]                	[27]
28	road           	B-PATH          	[NA]                	[28]
29	to             	B-MOTION_SIGNAL 	[NA]                	[29]
30	Targu          	B-PLACE         	[NA]                	[30]
31	Jiu            	I-PLACE         	[NA]                	[31]
32	.              	O               	[NA]                	[32]


0	But            	O               	[NA]                	[0]
1	now            	O               	[NA]                	[1]
2	we             	O               	[NA]                	[2]
3	were           	O               	[NA]                	[3]
4	lucky          	O               	[NA]                	[4]
5	.              	O               	[NA]                	[5]


0	We             	B-SPATIAL_ENTITY	[mover]             	[1]
1	found          	B-MOTION        	[NA]                	[1]
2	N45E23         	B-PLACE         	[trajector]         	[3]
3	on             	B-SPATIAL_SIGNAL	[NA]                	[3]
4	a              	O               	[NA]                	[4]
5	clearing       	B-PLACE         	[landmark]          	[3]
6	with           	O               	[NA]                	[6]
